,question,model_prediction,ground_truth
883,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.4 state exactly? Answer with only the text of the rule and no other words.," IN.8.4.1
Any protest concerning the protest period must be filed in person or via video conference with the
Protest Committee before the decision on the protest.
    ","Engine Inspection (IC Only)
The organizer may measure or tear down engines to confirm conformance to the rules."
884,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.5 state exactly? Answer with only the text of the rule and no other words.," IN.8.5.1
     The vehicle must be operated in the Driver’s seat, with the driver in the normal driving position
     IN.8.5.2
     The driver must be seated in the driver’s seat with the seatbelt fastened
     IN.8.5.3
     The driver must be seated in the driver’s seat with the seatbelt fastened and the seat in the
forward position
     IN.8.5.4
     The driver must be seated in the driver’s seat with the seatbelt fastened and the seat in the
forward position and the steering wheel in the normal position
     IN.8.5.5
     The driver must be seated in the driver’s seat with the seatbelt fastened and the seat in the
forward position and the steering wheel in the normal position
     IN.8.5.6
     The driver must be seated in the driver’s seat with the seatbelt fastened and the seat in the
forward position and the steering wheel in the normal position
     IN.8.5.7
     The","Mechanical Inspection Completion
All vehicles must pass Mechanical Technical Inspection before a vehicle may attempt any
further inspections."
885,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.9.1 state exactly? Answer with only the text of the rule and no other words.," IN.9.1.2
     A vehicle which has been damaged or repaired at any time during the competition must be
inspected by the Dynamic Event Officials before being driven on the dynamic event course.
IN.9.1.3
     A vehicle which has been modified must be inspected by the Dynamic Event Officials before being
driven on the dynamic event course.
    ","Tilt Test Requirements
a. The vehicle must contain the maximum amount of fluids it may carry
b. The tallest driver must be seated in the normal driving position
c. Tilt tests may be conducted in one or the other, or both directions in order to pass
d. (IC only) Engines fitted with mechanically actuated fuel pumps must be run to fill and
pressure the system downstream of the High Pressure pump. See IC.6.2"
886,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.9.2.1 state exactly? Answer with only the text of the rule and no other words.," IN.9.2.1.1: The entire Driver’s Seat and the area behind it, including the roll bar and the area
behind it, must be completely unobstructed for a minimum of 150 mm on each side of the
centerline of the vehicle.
     IN.9.2.1.2: No object may extend more than 25 mm above the top of the Driver’s Seat.
     IN.9.2.2: The Driver’s Head Rest must: a. Be rigidly fixed to the chassis and/or the seat
b. Be no more than 25 mm above the top of the Driver’s Seat c. Be no more than 25 mm
forward of the top of the Driver’s Seat
     IN.9.2.3: The Driver’s Footwell must: a. Be no more than 25 mm above the top of the
Driver’s Footrest b. Be no more than 25 mm below the top of the Driver’s Head Rest c.
Must be no more than 25 mm above the top of",No fluid leakage of any type when the vehicle is tilted to a 45° angle to the horizontal
887,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.9.2.2 state exactly? Answer with only the text of the rule and no other words.," IN.9.2.2
     The vehicle must be open wheeled and open cockpit, with a permanent chassis, and a fully enclosed body.
    ","Vehicle does not roll when tilted at an angle of 60° to the horizontal, corresponding to 1.7 g."
888,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.9.3 state exactly? Answer with only the text of the rule and no other words.," IN.9.3.1  Vehicle Inspection  
IN.9.3.1.1  The vehicle must pass inspection at the beginning of the dynamic test session.  
IN.9.3.1.2  The dynamic test will be stopped immediately if the vehicle does not pass inspection.  
IN.9.3.1.3  The vehicle will not be allowed to run any dynamic tests if it does not pass inspection.  
IN.9.3.2  Driver Equipment  
IN.9.3.2.1  Drivers must wear the following equipment:  
• Helmet  
• Closed toe and heel driving shoes  
• Driving gloves (if desired)  
IN.9.3.2.2  Driver Equipment must be worn for all driving on the dynamic test track.  
IN.9.3.2.3  Driver Equipment may be worn for other activities on the dynamic test track, at the discretion of the 
Inspection Officials.
Formula SAE ® Rules 202 4","Tilt Test Completion
Tilt Tests must be passed before a vehicle may attempt any further inspections"
889,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.1.1 state exactly? Answer with only the text of the rule and no other words.," IN.10.1.1.2
Auxiliary Systems  
IN.10.1.1.3
IN.10.1.2  Waste Container  
IN.10.1.2.1  Each team must use a Waste Container for each type of waste  and the Waste Container must:  
a. be a container of at least 5 L capacity  
b. be clearly labeled with the waste type (e.g High Pressure Air, Diesel, Brake dust etc.)  
c. be sealed  
d. be kept separate from the Primary Tank  
IN.10.1.3  Accidental Leak Container  
IN.10.1.3.1  If the vehicle leaks High Pressure Air , the team must:  
a. move the Accidental Leak Container to the Accidental Leak Area  
IN.10.1.3.2  The Accidental Leak Container must:  
• be a container of at least 5 L capacity  
• be clearly labeled with the type of liquid contained  ","The sound level will be measured during a stationary test, with the vehicle gearbox in neutral
at the defined Test Speed"
890,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.1.2 state exactly? Answer with only the text of the rule and no other words.," IN.10.1.2: The vehicle must be open wheeled, open cockpit, or closed wheeled, but open cockpit.
    ","Measurements will be made with a free field microphone placed:
• free from obstructions
• at the Exhaust Outlet vertical level IC.7.2.2
• 0.5 m from the end of the Exhaust Outlet IC.7.2.2
• at an angle of 45° with the outlet in the horizontal plane (see IN.10.2.2 below)"
891,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.2.1 state exactly? Answer with only the text of the rule and no other words.," IN.10.2.1
Any comments or explanations in the document will not be submitted.
    ","Where the Exhaust has more than one Exhaust Outlet:
a. The noise test is repeated for each outlet
b. The highest sound level is used"
892,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.2.2 state exactly? Answer with only the text of the rule and no other words.," IN.10.2.2: 100% of the vehicle must be accessible for inspection at all times.
     IN.10.2.3: The driver must be able to enter the cockpit from the outside without using any
special equipment or procedures.
     IN.10.2.4: All moving parts of the suspension and steering must be clearly visible for
inspection.
     IN.10.2.5: All moving parts of the brake system must be clearly visible for inspection.
     IN.10.2.6: All electronic control units must be accessible for inspection.
IN.10.3  Technical Inspection  
(IN.10.3.1 ) Technical Inspection conducted by organizer staff must be passed before the vehicle may 
compete at any competition.  
IN.10.3.2 ) The vehicle may be inspected at any time for any reason.
IN.10.4  Driving and Handling  
Driving the vehicle is prohibited unless: 
• The vehicle is being driven for the","Exhaust Outlets that are not parallel to the ground may be tested outside of the horizontal
plane."
893,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.2.3 state exactly? Answer with only the text of the rule and no other words.," IN.10.2.3.1
Average Sound Level  
The average sound level for the vehicle must not exceed 70 dB(A) for any 100 points on the dynamic test track.  
IN.10.2.4
Dynamic Testing  
The vehicle must pass a dynamic test on the dynamic test track.  
a. Acceleration/Deceleration  
The vehicle must demonstrate a minimum acceleration of 0.4 g in any direction and a maximum deceleration of 0.4 g in any direction.  
b. Lateral Acceleration  
The vehicle must demonstrate a minimum lateral acceleration of 0.15 g in any direction.  
c. Braking  
The vehicle must demonstrate a maximum deceleration of 10 m/s 2 .
IN.10.3  Electromagnetic Activation  
IN.10.3.1  Electromagnetic Activation must not be used  
IN.10.3.2  If a maximum current of 250 mA is used, a pistol grip must be used  
IN","If the exhaust has any form of active tuning or throttling device or system, the exhaust must
meet all requirements with the device or system in all positions."
894,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.2.4 state exactly? Answer with only the text of the rule and no other words.," IN.10.2.4: The team’s Facilities must be cleaned up and the area around the vehicle(s) free of debris before starting the
Dynamic Tests.
IN.10.3.1   A Dynamic Testing Form must be submitted for each vehicle that has Dynamic Testing.  
The submitted form must include:  
• Date of Test  
• Time of Test  
• Driver(s) Name(s)  
• Vehicle Number  
• Driving Path  
• Any other information requested 
IN.10.4  Grading of Dynamic Testing  
a. The Dynamic Testing Forms will be graded by only Faculty or Professional judges.   
The grading will occur approximately 12 to 18 months after the competition.   
b. The grading criteria are listed in IN.10.5   
IN.10.5  Grading Criteria  
• Complete Pass – the team has submitted a completed Dynamic Testing Form  
• Incomplete – the team has submitted a Dynamic Testing Form with data, but one or more 
require","When the exhaust has a manually adjustable tuning device(s):
a. The position of the device must be visible to the officials for the noise test
b. The device must be manually operable by the officials during the noise test
c. The device must not be moved or modified after the noise test is passed"
895,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.3 state exactly? Answer with only the text of the rule and no other words.," IN.10.3:
Violations:
a. The vehicle is too wide.
b. The vehicle is too tall.
c. Any part of the vehicle extends outside of two, 350 mm wide, white lines which
must be parallel to the start line.
d. Any part of the vehicle’s wheels and tires do not extend outside of two, 350 mm
wide, yellow lines which must be parallel to the 135° mark on the course map.
IN.10.5  Inspection Requirements  . . .  109 
IN.11  Inspection Item (VIN)  . . .  110 
IN.12  Receipt of Inspection Item (VIN)  . . . 111 
IN.13  Driver Equipment  . . . 113 
IN.14  Driver Attire  . . . 113 
IN.15  Restrictions  . . . 114 
IN.16  Work Practices  .","Industrial Engine
An engine which, according to the manufacturers’ specifications and without the required
restrictor, is capable of producing 5 hp per 100 cc or less.
Submit a Rules Question to request approval of an Industrial Engine."
896,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.4.1 state exactly? Answer with only the text of the rule and no other words.," IN.10.4.1: Vehicle Accessories  
Accessories must not be used on the vehicle for any purpose.  
AD.1.3  Official Competition Approval Stamp  
The organizer may issue an Official Competition Approval Stamp for each competition  
where the stamp is valid for:  
a. The entire competition period  
b. Any dynamic or off track events  
IN.10.4.3  Violations  
Violations of this rule will result in:  
• Inspection of the vehicle for evidence  
• Disqualification of the vehicle from the competition  
• Restrictions on the vehicle for the duration of the competition  
EV.2  Electrical Vehicles  
EV.2.1  Stages of Electrical Vehicles  
IN.10.1  Stage 1  
IN.10.1.1  The organizer may inspect any part of the vehicle at any time  
IN.10.1.2  Any 2800  CC  of engine and transmission tear down and rebuild may be required","Maximum Test Speed
The engine speed that corresponds to an average piston speed of:
a. Automotive / Motorcycle engines 914.4 m/min (3,000 ft/min)
b. Industrial Engines 731.5 m/min (2,400 ft/min)
The calculated speed will be rounded to the nearest 500 rpm.
Test Speeds for typical engines are published on the FSAE Online website"
897,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.4.2 state exactly? Answer with only the text of the rule and no other words.," IN.10.4.2 Vehicle Operations  
IN.10.4.2.1  The driver must always wear the provided Steering Wheel Cover and Seat Belt  
IN.10.4.2.2  The driver must always wear a Head Screen and a Fire Resistant Suit  
IN.10.4.2.3  The driver must always wear a Fire Resistant Helmet  
IN.10.4.2.4  The driver must always wear Fire Resistant Gloves  
IN.10.4.2.5  The driver must always wear Fire Resistant Boots  
IN.10.4.2.6  The driver must always wear a Nomex or equivalent fire resistant suit  
IN.10.4.2.7  The driver must always wear a Fire Resistant Helmet  
IN.10.4.2.8  The driver must always wear Fire Resistant Gloves  
IN.10.4.2.9  The driver must always wear Fire Resistant Boots  
IN.10.4.3 ","Idle Test Speed
a. Determined by the vehicle’s calibrated idle speed
b. If the idle speed varies then the vehicle will be tested across the range of idle speeds
determined by the team"
898,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.4.3 state exactly? Answer with only the text of the rule and no other words.," IN.10.4.3  Accumulator Integrity  . . . .  108
IN.10.4.4  Accumulator Length  . . . . . 108
IN.10.4.5  Accumulator Position  . . . .  108
IN.10.4.6  Accumulator Protection  . . . .  109
IN.10.4.7  Accessibility  . . . . .  109
IN.10.4.8  Accumulator Attachment  . . . .  109
IN.10.4.9  Accumulator Integrity Check  . . . .  110
IN.10.5  Primary Battery  . . . . . 110
IN.10.5.1  Primary Battery  . . . . . 110
IN.10.5.2  Primary Battery Limitations  . . . .  110
IN.10.5.3  Primary Batter",The vehicle must be compliant at all engine speeds up to the maximum defined Test Speed.
899,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.5 state exactly? Answer with only the text of the rule and no other words.," IN.10.5.1
     The cost of any part(s) or assembly(es) which fail the Dynamic Test must be added to the Cost
     IN.10.5.2
     The cost of any part(s) or assembly(es) which pass Dynamic Test must be subtracted from the 
Cost  
IN.10.5.3
     The cost of any part(s) or assembly(es) which are not Dynamic Test items must be subtracted from the 
Cost  
IN.10.5.4
     The cost of any part(s) or assembly(es) which are Dynamic Test items must be added to the Cost
IN.10.7  Allegations and Decisions  
IN.10.7.1  Allegations and Decisions concerning violations of this rule will be handled under 
V.19.4  Protest Decisions  
IN.10.7.2  Evidence of any Dynamic Test items that were not presented for Dynamic Test due to 
unavailability of the vehicle or team members may be presented as part of an allegation.","Maximum Permitted Sound Level
a. At idle 103 dBC, fast weighting
b. At all other speeds 110 dBC, fast weighting"
900,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.6.1 state exactly? Answer with only the text of the rule and no other words.," IN.10.6.1: The entire team, including team members and mentors, must be registered as team members.
     IN.10.6.2: Each team member must be registered for a different team.
     IN.10.6.3: Each team member may be registered for only one team.
     IN.10.6.4: The team leader may be registered for the team or designated as the team leader when the team is registered.  
IN.11.1.1  Technical Inspection Period  
IN.11.1.1  During the Technical Inspection Period , all vehicles must be presented for Inspection .  
IN.11.1.2  The vehicle presented for Technical Inspection for any vehicle may or may not be the same vehicle presented 
for Sound Inspection.
IN.11.2.2  Technical Inspection Results  
IN.11.2.2.1  The vehicle presented for Technical Inspection for each team may or may not pass Technical Inspection .  
IN.11.2",Noise levels may be monitored at any time
901,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.6.2 state exactly? Answer with only the text of the rule and no other words.," IN.10.6.2
Anywhere in the document
The team name, if it is not already present, must be written in the top right corner of the document.
    ",The Noise Test may be repeated at any time
902,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.7 state exactly? Answer with only the text of the rule and no other words.," IN.10.7.2  Above the driver, the highest point of the chassis must be higher than 150 mm above the center
of the track in any driving position.
IN.11.3  IN.11.3  Driving Adaptors  
IN.11.3.1  Driving adaptors that allow the driver to sit in the normal driving position must:  
a. Be for all drivers  
b. Include only those adaptors which are necessary for drivers with different leg lengths  
c. Allow for driver height variation by using adjustable fixtures  
d. Allow for driver leg length variation by using adjustable fixtures  
e. Be used only for drivers with legs of varying length  
  IN.11.4  Access to the Driver Accommodations  
IN.11.4.1  The driver must always be able to enter and exit the cockpit 
evidently and without interference from other drivers or individuals.
Formula SAE ® Rules 202 4 © SAE International   Page 10","Switch Function
The function of one or more of the Primary Master Switch IC.9.3, Cockpit Main Switch IC.9.4,
and/or BOTS T.3.3 will be verified during the Noise Test"
903,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.8 state exactly? Answer with only the text of the rule and no other words.," IN.10.8 23 Oct 23 :59:00 EDT 2023   
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.8 123 
IN.10.","Noise Test Completion
Noise Tests must be passed before a vehicle may attempt any further inspections"
904,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.11.1 state exactly? Answer with only the text of the rule and no other words.," IN.11.1.2  The vehicle must be a functional, off the floor vehicle.
     IN.11.1.3  The vehicle must have a normal driver’s seat and a normal driver’s pedal layout.
     IN.11.1.4  The vehicle must have a normal driver’s mirror on each side of the vehicle.
     IN.11.1.5  The vehicle must have a normal driver’s brake on each side of the vehicle.
     IN.11.1.6  The vehicle must have a normal driver’s steering wheel.
     IN.11.1.7  The vehicle must have a normal driver’s pedals.
     IN.11.2  Accessibility 
IN.11.2.1  The vehicle must open in a reasonable manner.  
a. For vehicles with more than one door, each door must open in a reasonable manner.
IN.11.2.2  Movable Panels  
IN.11.2.2.1  Removable panels must stay attached to the body of the vehicle unless","Rain Test Requirements
• Tractive System must be Active
• The vehicle must not be in Ready to Drive mode (EV.7)
• Any driven wheels must not touch the ground
• A driver must not be seated in the vehicle"
905,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.11.2 state exactly? Answer with only the text of the rule and no other words.," IN.11.2:
Vehicle Design Objectives
The design objectives for the vehicle are:
• High Acceleration
• High Speed
• High Braking Capability
• Good Handling
• Low Cost
• High Durability
• Easy Maintenance
• Good Stability
• Low Noise
• Good Aerodynamics
• Low Parasitic
    ","Rain Test Conduct
The water spray will be rain like, not a direct high pressure water jet
a. Spray water at the vehicle from any possible direction for 120 seconds
b. Stop the water spray
c. Observe the vehicle for 120 seconds"
906,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.11.3 state exactly? Answer with only the text of the rule and no other words.," IN.11.3  Acceleration Testing  
The team must conduct a 120 km/h acceleration test on the vehicle on the paddock in a straight
line, with a driver on the accelerator pedal for 7 seconds.  
a. The vehicle must stop on the paddock for the 7 seconds  
b. The driver must stop on the paddock on his own by shifting into reverse  
c. No driver may touch the ground  
d. The driver must wear a 100 point helmet  
e. The driver must wear a 50 point body armor  
f. The driver must wear a 50 point fire resistant suit  
g. The driver must wear a 50 point fire resistant boots  
h. The driver must wear a 50 point fire resistant gloves  
i. The driver must wear a 50 point fire resistant mask  
j. The driver must wear a 50 point fire resistant suit with a hood  
k. The driver must wear a 50 point fire resistant suit with a skirt  ","Rain Test Completion
The test is passed if the Insulation Monitoring Device (EV.7.6) does not react during the entire
240 seconds duration"
907,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.1 state exactly? Answer with only the text of the rule and no other words.," IN.12.1.2
    2023  Competition Year - For the 2023 competition year, the following rules will apply:  
a. Rules version 14.0 or later.  
b. Rules questions and answers posted on the website will apply for the competition year.  
c. Any rules interpretations or solutions published on the website will apply for the competition year.  
d. Any announcements posted on the website will apply for the competition year.
IN.12.1.3  Rules Modifications - The FSAE Dynamic Events Committee may modify the rules for a specific competition year. 
IN.12.1.4  Individual Rules Exemptions - Any individual exemptions allowed for the Formula SAE competitions are posted on the 
website.  Refer to the website for any additional information.
IN.12.2  Definitions - For the Formula SAE competitions in the United States, the following definitions apply:  
a. Competition Year - The period beginning at the start of the calendar year and ending at the close of the 
calendar year during","Objective
The brake system will be dynamically tested and must demonstrate the capability of locking all
four wheels when stopping the vehicle in a straight line at the end of an acceleration run
specified by the brake inspectors"
908,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.2.1 state exactly? Answer with only the text of the rule and no other words.," IN.12.2.1: Rules Compliance  
IN.12.2.1.1  All participants in the Formula SAE competitions have been judged to have violated the rules in a 
significant number of cases.  
a. Rules are not clearly understood  
b. Rules are not effectively enforced  
c. Rules are too complex  
d. Rules are not clearly written  
Other causes include:  
• Lack of respect for the rules  
• Lack of respect for the judges  
• Team arrogance  
• Team bravado  
• Team attitude that the 
competition is “just for fun”  
• Teams that do not take the competition “seriously”  
• Teams that do not have a 
professional attitude  
• Teams that do not respect the 
competition rules  
• Teams that do not respect the 
competition officials  
• Teams that do not respect the 
competition site  
• Teams that do not respect the 
competition calendar  
• Teams that do not","Brake Test procedure:
a. Accelerate to speed (typically getting into 2nd gear) until reaching the designated area
b. Apply the brakes with force sufficient to demonstrate full lockup of all four wheels"
909,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.2.2 state exactly? Answer with only the text of the rule and no other words.," IN.12.2.2.1: The team may inspect the dynamic area of the track at any time during the event.  
IN.12.2.2.2: The team must schedule any Inspection time at the time of registration.  
IN.12.2.2.3: The team must submit the dynamic area form with the dynamic area results for IN.12.2.3  
IN.12.2.3: Dynamic Area Testing  
a. The team must successfully complete a dynamic area test at the dynamic area facility at the SAE 
International Competition Site.  
b. The dynamic area test will be conducted in a straight line track approximately 200 mm wide and 
100 m long.  
c. The vehicle must be in Ready - to - Run ready to run in the dynamic area at the start of the 
Dynamic Area Test and must not touch any of the dynamic area obstacles  
IN.12.2.4: The dynamic area test will be failed if any of the following occur:  
a. The vehicle does not stop at the dynamic area line","The Brake Test passes if:
• All four wheels lock up
• The engine stays running during the complete test"
910,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.3.1 state exactly? Answer with only the text of the rule and no other words.," IN.12.3.1.2: The Cost Allowance will be published on the FSAE website.
     IN.12.3.1.3: The Cost Allowance will be calculated based on the total cost of the vehicle and the
competition year.
     IN.12.3.1.4: The Cost Allowance will be used to evaluate the Cost Event penalties.
     IN.12.3.2: Driving on off the competition site is strictly prohibited.  
IN.12.3.3: Facilities:  The organizer will provide:  • Access to a paddock area for team maintenance and 
teams which are deemed to be high risk  
• Access to a cost effective, secure and well maintained facility for the vehicle 
inspection and teardown  
IN.12.3.4: Inspection of the Facilities:  
• Any team that has inspection issues will be required to move on to the next team.  
• The judges’ 
decisions on Facility Inspection are final.
IN.1","Brake Test procedure:
a. Accelerate to speed until reaching the designated area
b. Switch off the Tractive System
c. Apply the brakes with force sufficient to demonstrate full lockup of all four wheels"
911,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.3.2 state exactly? Answer with only the text of the rule and no other words.," IN.12.3.2 must pass a 25 mm diameter sphere at any point within 25 mm of the center of the
wheel.
IN.12.3.3 must pass a 75 mm diameter sphere at any point within 75 mm of the center of the wheel.
IN.12.3.4 must pass a 100 mm diameter sphere at any point within 100 mm of the center of the wheel.
IN.12.3.5 must pass a 200 mm diameter sphere at any point within 200 mm of the center of the wheel.
IN.12.3.6 must pass a 300 mm diameter sphere at any point within 300 mm of the center of the wheel.
IN.12.3.7 must pass a 400 mm diameter sphere at any point within 400 mm of the center of the wheel.
IN.12.3.8 must pass a 500 mm diameter sphere at any point within 500 mm of the center of the wheel.
IN.12.3.",The Brake Test passes if all four wheels lock while the Tractive System is shut down
912,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.3.3 state exactly? Answer with only the text of the rule and no other words.," IN.12.3.3.1  The Driver must be a person of age 18 years or older, and must hold a valid driver’s 
license issued by the government of the country where the vehicle is operated.  
IN.12.3.4  The driver must wear a properly fitting, properly fastened, and properly marked helmet 
provided by the team.  
IN.12.3.5  The helmet must meet FSAE rules or Formula SAE rules.  
IN.12.4  Starting  
A formal start procedure is required.  The formal start procedure is any procedure whereby the 
competition officials start the competition in a manner other than using the official Formula SAE 
chronometer.  
IN.13 ELECTRICAL EQUIPMENT  
IN.13.1  Motors  
IN.13.1.1  Only Formula SAE motors may be used. 
 
IN.13.1.2  The number of motors used must be less than or equal to  the maximum permitted by FSAE","The Tractive System Active Light may switch a short time after the vehicle has come to a
complete stop as the reduction of the system voltage is not immediate. See EV.7.2.2.c"
913,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.1.1 state exactly? Answer with only the text of the rule and no other words.," IN.13.1.1
Rules Compliance - The vehicle must comply with all the rules of the competition.
IN.13.1.2
Technical Inspection - All vehicles must pass a technical inspection before being presented for Static
Inspection.  
a. The inspection will include:  
• Ready to Race  ®   (see EV.10)  
• Vehicle Controls and Electronics  
• Chassis and Structural  
• Tractive System  
• Maintenance  
b. Additional items may be required for the technical inspection.   
IN.13.2
Inspection Items - The following items will be inspected:  
• Chassis and Structural  
• Tractive System  
• Controls and Electronics  
• Maintenance  
For each item, the team will provide evidence of compliance with the rules.  
IN.13.3
Technical Inspection Items - These items will be inspected:  
• Engine (including the intake system, throttle, and","When all parts of Technical Inspection are complete as shown on the Technical Inspection
sheet, the vehicle receives Inspection Approval"
914,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.1.2 state exactly? Answer with only the text of the rule and no other words.," IN.13.1.2.1: The team may inspect the dynamic area at any time during the event.  
IN.13.1.2.2: The team must schedule any inspection of the dynamic area when the area is not in use.  
IN.13.1.2.3: The organizer may specify additional requirements for the inspection.   
IN.13.1.3  Access to Other Areas  
IN.13.1.3.1: All areas in the dynamic area other than the one being inspected must be closed to all 
people except organizer and authorized maintenance personnel.  
IN.13.1.3.2: Access to other areas must be by authorization code.  
IN.13.1.4  Driving  
IN.13.1.4.1: Vehicles on the dynamic area must be driven by someone who has a valid competition 
license or be driven by a person who has been authorized by the organizer.  
IN.13.1.4.2: The driver must be experienced with the vehicle being",The completed Inspection Sticker denotes the Inspection Approval
915,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.1.3 state exactly? Answer with only the text of the rule and no other words.," Team members, students, faculty advisors, alumni, donors, industry sponsors, and other
individuals associated with the competition must not receive compensation for their work on
the competition other than prize money awarded at a competition event.
    ","The Inspection Approval is contingent on the vehicle remaining in the required condition
throughout the competition."
916,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.1.4 state exactly? Answer with only the text of the rule and no other words.," IN.13.1.4: The Driver must be a person of age 18 years or older, with a valid driver’s license
issued by the government of the country where the vehicle is inspected.
IN.13.1.5: The Driver must have a valid driver’s license issued by the government of the country
where the vehicle is inspected.
IN.13.1.6: The Driver must not have had more than 2 moving violations in the 24 months
preceding the violation for which the Driver was disqualified.
IN.13.1.7: The Driver must not have had a license suspended or revoked in any jurisdiction.
IN.13.1.8: The Driver must not have been convicted of, or pleaded guilty to, any felony in any
jurisdiction.
IN.13.2  Inspection Penalties 
IN.13.2.1: Penalties for Inspection Violations will be imposed as follows:  
• First Violation: Loss of Tech Inspection  ","The Organizer, Chief Technical Inspector, or a designee may void Inspection Approval at any
time for any reason"
917,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.2.1 state exactly? Answer with only the text of the rule and no other words.," IN.13.2.1: Inspection - Vehicle and Driver  
IN.13.2.1.1: The vehicle must be inspected at the technical inspection before the vehicle is eligible for the 
Dynamic Testing.  
IN.13.2.1.2: The driver must wear the required clothing and equipment F.10 , F.11 and F.12 at all times during 
Dynamic Testing.  
IN.13.2.2: Start and Finish  
IN.13.2.2.1: All dynamic tests must be conducted at the start line.  
IN.13.2.2.2: All dynamic tests must be conducted on the same surface.
D.3.4.2 
D.3.4.2 
D.3.4.2.1 
D.3.4.2.1 
D.3.4.2 
Drive a vehicle in any direction other than forward will result in a 20 point penalty for each violation.  
D.3.4.3",Inspection Sticker(s) are issued following the completion of all or part of Technical Inspection
918,We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.2.2 state exactly? Answer with only the text of the rule and no other words.," IN.13.2.2  Drivability Testing  
Drivability testing must be completed for all vehicles entered in the competition  
where the vehicle has not successfully completed a Dynamometer test.  
a. Drivability testing must be conducted on a paved straight and level road, with no wheel
slip  measurement devices  
b. The vehicle must be in 2 nd gear and accelerate to approximately 60 mph  
c. The vehicle must be stopped and measured for 60 mph time using a clock stopwatch  
d. The vehicle must be started and accelerated to 120 mph and measured for 120 mph time using a 
clock stopwatch  
e. Any 120 mph time less than or equal to 150% of the 60 mph time is a pass or failure  
For vehicles which do not pass 120 mph time, the vehicle must not be driven on the Dynamic
Area track until it has passed the 120 mph time  
IN.13.3  Hours of Operation  
IN.1",Inspection Sticker(s) must show in the location given in VE.1.4
